source_commit	split_or_mode	task_id	task_path	eval_path	ast_parse_status	requirement_id	requirement_source	requirement_text	requirement_type	eval_py_checks	coverage	static_signal	check_mechanism	known_false_positive_risk	known_false_negative_risk	independent_oracle_possible	checkpoint_feasible	pilot_eligible	execution_trace_check	intermediate_state_check	reviewer	notes
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0011	data/benchmarks/NL2Op/T0011_incremental_deduplication	data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py	OK	DRAFT_C016	task_meta.json:target_en	[WITHHELD_PENDING_DATA_LICENSE_REVIEW]	other	data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:55|exact_value|compare || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:65|exact_value|compare || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:65|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:67|exact_value|compare || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:67|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:81|row_content|set || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:91|exact_value|compare || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:96|exact_value|compare || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:101|exact_value|compare || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:109|exact_value|compare || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:140|exact_value|compare	DRAFT_UNREVIEWED	DETECTED_POTENTIAL_SIGNAL	exact_value|row_content	HUMAN_REVIEW_REQUIRED	HUMAN_REVIEW_REQUIRED	UNASSESSED	UNASSESSED	UNASSESSED	NOT_DETECTED_STATIC	NOT_DETECTED_STATIC	UNASSIGNED	Machine-split clause and lexical/AST signal only; expected categories=exact_value|row_content|task_predicate. Absence is not proof of no coverage; presence is not proof of semantic coverage.
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0011	data/benchmarks/NL2Op/T0011_incremental_deduplication	data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py	OK	DRAFT_C017	task_meta.json:target_en	[WITHHELD_PENDING_DATA_LICENSE_REVIEW]	ordering|preservation_schema|output_format_encoding	data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:38|format|path.open || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:43|format|json.loads || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:43|format|rows.append || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:53|format|path.open || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:54|format|csv.DictReader || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:55|exact_value|compare || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:55|schema|compare || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:65|exact_value|compare || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:65|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:67|exact_value|compare || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:67|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:81|row_content|set || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:91|exact_value|compare || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:96|exact_value|compare || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:101|exact_value|compare || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:106|row_count|len || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:107|row_count|len || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:108|row_count|len || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:109|exact_value|compare || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:128|file_presence|pred_path.exists || data/benchmarks/NL2Op/T0011_incremental_deduplication/eval.py:140|exact_value|compare	DRAFT_UNREVIEWED	DETECTED_POTENTIAL_SIGNAL	exact_value|file_presence|format|row_content|row_count|schema	HUMAN_REVIEW_REQUIRED	HUMAN_REVIEW_REQUIRED	UNASSESSED	UNASSESSED	UNASSESSED	NOT_DETECTED_STATIC	NOT_DETECTED_STATIC	UNASSIGNED	Machine-split clause and lexical/AST signal only; expected categories=exact_value|file_presence|format|ordering|raw_preservation|row_content|row_count|schema. Absence is not proof of no coverage; presence is not proof of semantic coverage.
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0013	data/benchmarks/NL2Op/T0013_nested_set_deduplication	data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py	OK	DRAFT_C001	task_meta.json:target_en	[WITHHELD_PENDING_DATA_LICENSE_REVIEW]	file_side_effect|dedup_latest|ordering|output_format_encoding	data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:45|format|path.open || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:50|format|json.loads || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:50|format|rows.append || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:67|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:73|format|json.loads || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:91|format|path.open || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:92|format|csv.DictReader || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:93|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:93|schema|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:103|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:103|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:105|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:105|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:118|row_content|set || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:121|row_content|set || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:130|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:136|row_content|parse_elements || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:136|row_content|row.get || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:136|row_content|set || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:142|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:146|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:151|row_count|len || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:152|row_count|len || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:153|row_count|len || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:154|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:170|row_content|parse_elements || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:170|row_content|set || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:170|row_content|str || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:175|file_presence|pred_path.exists || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:187|exact_value|compare	DRAFT_UNREVIEWED	DETECTED_POTENTIAL_SIGNAL	exact_value|file_presence|format|row_content|row_count|schema	HUMAN_REVIEW_REQUIRED	HUMAN_REVIEW_REQUIRED	UNASSESSED	UNASSESSED	UNASSESSED	NOT_DETECTED_STATIC	NOT_DETECTED_STATIC	UNASSIGNED	Machine-split clause and lexical/AST signal only; expected categories=exact_value|file_presence|file_set|format|ordering|raw_preservation|row_content|row_count|schema. Absence is not proof of no coverage; presence is not proof of semantic coverage.
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0013	data/benchmarks/NL2Op/T0013_nested_set_deduplication	data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py	OK	DRAFT_C002	task_meta.json:target_en	[WITHHELD_PENDING_DATA_LICENSE_REVIEW]	other	data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:67|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:93|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:103|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:103|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:105|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:105|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:118|row_content|set || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:121|row_content|set || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:130|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:136|row_content|parse_elements || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:136|row_content|row.get || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:136|row_content|set || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:142|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:146|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:154|exact_value|compare || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:170|row_content|parse_elements || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:170|row_content|set || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:170|row_content|str || data/benchmarks/NL2Op/T0013_nested_set_deduplication/eval.py:187|exact_value|compare	DRAFT_UNREVIEWED	DETECTED_POTENTIAL_SIGNAL	exact_value|row_content	HUMAN_REVIEW_REQUIRED	HUMAN_REVIEW_REQUIRED	UNASSESSED	UNASSESSED	UNASSESSED	NOT_DETECTED_STATIC	NOT_DETECTED_STATIC	UNASSIGNED	Machine-split clause and lexical/AST signal only; expected categories=exact_value|row_content|task_predicate. Absence is not proof of no coverage; presence is not proof of semantic coverage.
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0016	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py	OK	DRAFT_C001	task_meta.json:target_en	[WITHHELD_PENDING_DATA_LICENSE_REVIEW]	dedup_latest|output_format_encoding|transformation	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:54|format|path.open || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:59|format|json.loads || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:59|format|rows.append || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:68|format|path.open || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:69|format|csv.DictReader || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:88|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:111|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:112|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:124|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:132|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:136|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:141|row_count|len || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:143|row_count|len || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:144|row_count|len || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:145|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:165|file_presence|pred_path.exists || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:177|exact_value|compare	DRAFT_UNREVIEWED	DETECTED_POTENTIAL_SIGNAL	exact_value|file_presence|format|row_content|row_count	HUMAN_REVIEW_REQUIRED	HUMAN_REVIEW_REQUIRED	UNASSESSED	UNASSESSED	UNASSESSED	NOT_DETECTED_STATIC	NOT_DETECTED_STATIC	UNASSIGNED	Machine-split clause and lexical/AST signal only; expected categories=exact_value|file_presence|format|numeric_tolerance|ordering|row_content|row_count|schema. Absence is not proof of no coverage; presence is not proof of semantic coverage.
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0016	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py	OK	DRAFT_C002	task_meta.json:target_en	[WITHHELD_PENDING_DATA_LICENSE_REVIEW]	ordering|output_format_encoding	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:54|format|path.open || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:59|format|json.loads || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:59|format|rows.append || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:68|format|path.open || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:69|format|csv.DictReader || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:88|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:111|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:112|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:124|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:132|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:136|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:145|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:165|file_presence|pred_path.exists || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:177|exact_value|compare	DRAFT_UNREVIEWED	DETECTED_POTENTIAL_SIGNAL	exact_value|file_presence|format|row_content	HUMAN_REVIEW_REQUIRED	HUMAN_REVIEW_REQUIRED	UNASSESSED	UNASSESSED	UNASSESSED	NOT_DETECTED_STATIC	NOT_DETECTED_STATIC	UNASSIGNED	Machine-split clause and lexical/AST signal only; expected categories=exact_value|file_presence|format|ordering|row_content|schema. Absence is not proof of no coverage; presence is not proof of semantic coverage.
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0016	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py	OK	DRAFT_C003	task_meta.json:target_en	[WITHHELD_PENDING_DATA_LICENSE_REVIEW]	transformation	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:88|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:111|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:112|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:124|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:132|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:136|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:145|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:177|exact_value|compare	DRAFT_UNREVIEWED	DETECTED_POTENTIAL_SIGNAL	exact_value|row_content	HUMAN_REVIEW_REQUIRED	HUMAN_REVIEW_REQUIRED	UNASSESSED	UNASSESSED	UNASSESSED	NOT_DETECTED_STATIC	NOT_DETECTED_STATIC	UNASSIGNED	Machine-split clause and lexical/AST signal only; expected categories=exact_value|numeric_tolerance|row_content. Absence is not proof of no coverage; presence is not proof of semantic coverage.
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0016	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py	OK	DRAFT_C004	task_meta.json:target_en	[WITHHELD_PENDING_DATA_LICENSE_REVIEW]	other	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:88|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:111|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:112|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:124|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:132|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:136|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:145|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:177|exact_value|compare	DRAFT_UNREVIEWED	DETECTED_POTENTIAL_SIGNAL	exact_value|row_content	HUMAN_REVIEW_REQUIRED	HUMAN_REVIEW_REQUIRED	UNASSESSED	UNASSESSED	UNASSESSED	NOT_DETECTED_STATIC	NOT_DETECTED_STATIC	UNASSIGNED	Machine-split clause and lexical/AST signal only; expected categories=exact_value|row_content|task_predicate. Absence is not proof of no coverage; presence is not proof of semantic coverage.
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0016	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py	OK	DRAFT_C005	task_meta.json:target_en	[WITHHELD_PENDING_DATA_LICENSE_REVIEW]	other	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:88|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:111|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:112|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:124|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:132|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:136|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:145|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:177|exact_value|compare	DRAFT_UNREVIEWED	DETECTED_POTENTIAL_SIGNAL	exact_value|row_content	HUMAN_REVIEW_REQUIRED	HUMAN_REVIEW_REQUIRED	UNASSESSED	UNASSESSED	UNASSESSED	NOT_DETECTED_STATIC	NOT_DETECTED_STATIC	UNASSIGNED	Machine-split clause and lexical/AST signal only; expected categories=exact_value|row_content|task_predicate. Absence is not proof of no coverage; presence is not proof of semantic coverage.
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0016	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py	OK	DRAFT_C006	task_meta.json:target_en	[WITHHELD_PENDING_DATA_LICENSE_REVIEW]	other	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:88|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:111|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:112|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:124|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:132|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:136|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:145|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:177|exact_value|compare	DRAFT_UNREVIEWED	DETECTED_POTENTIAL_SIGNAL	exact_value|row_content	HUMAN_REVIEW_REQUIRED	HUMAN_REVIEW_REQUIRED	UNASSESSED	UNASSESSED	UNASSESSED	NOT_DETECTED_STATIC	NOT_DETECTED_STATIC	UNASSIGNED	Machine-split clause and lexical/AST signal only; expected categories=exact_value|row_content|task_predicate. Absence is not proof of no coverage; presence is not proof of semantic coverage.
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0016	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py	OK	DRAFT_C007	task_meta.json:target_en	[WITHHELD_PENDING_DATA_LICENSE_REVIEW]	other	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:88|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:111|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:112|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:124|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:132|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:136|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:145|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:177|exact_value|compare	DRAFT_UNREVIEWED	DETECTED_POTENTIAL_SIGNAL	exact_value|row_content	HUMAN_REVIEW_REQUIRED	HUMAN_REVIEW_REQUIRED	UNASSESSED	UNASSESSED	UNASSESSED	NOT_DETECTED_STATIC	NOT_DETECTED_STATIC	UNASSIGNED	Machine-split clause and lexical/AST signal only; expected categories=exact_value|row_content|task_predicate. Absence is not proof of no coverage; presence is not proof of semantic coverage.
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0016	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py	OK	DRAFT_C008	task_meta.json:target_en	[WITHHELD_PENDING_DATA_LICENSE_REVIEW]	other	data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:77|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:79|exact_value|path.suffix.lower || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:88|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:111|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:112|row_content|set || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:124|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:132|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:136|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:145|exact_value|compare || data/benchmarks/NL2Op/T0016_synonym_field_mapping_deduplication/eval.py:177|exact_value|compare	DRAFT_UNREVIEWED	DETECTED_POTENTIAL_SIGNAL	exact_value|row_content	HUMAN_REVIEW_REQUIRED	HUMAN_REVIEW_REQUIRED	UNASSESSED	UNASSESSED	UNASSESSED	NOT_DETECTED_STATIC	NOT_DETECTED_STATIC	UNASSIGNED	Machine-split clause and lexical/AST signal only; expected categories=exact_value|row_content|task_predicate. Absence is not proof of no coverage; presence is not proof of semantic coverage.
