source_commit	split_or_mode	task_id	task_key	relative_task_path	task_meta_present	task_meta_parse_status	task_meta_duplicate_keys	task_meta_field_paths	task_meta_type_map	target_en_present	target_en_char_count	target_zh_present	target_zh_char_count	score_rule_present	task_type_declared	raw_dir_present	raw_file_count	raw_file_types	raw_paths	expected_dir_present	expected_file_count	expected_file_types	expected_paths	eval_py_present	eval_ast_parse_status	eval_line_count	generator_present	multi_input	multi_output	task_id_occurrences_all_modes	duplicate_id_scope	raw_expected_byte_equal_pairs	raw_expected_parsed_equal_pairs	derived_raw_filename_hints	notes
f023ec4b754555000a659b93fd514645c55e3cec	NL2Dag	T0039	NL2Dag/T0039_jsonl_filter_blocklist_strip_html_expand_contractions_output_pipe05	NL2Dag/T0039_jsonl_filter_blocklist_strip_html_expand_contractions_output_pipe05	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	583	true	324	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	87	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Dag	T0040	NL2Dag/T0040_bullet_symbol_bad_words	NL2Dag/T0040_bullet_symbol_bad_words	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	398	true	197	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	62	true	false	false	1	none				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Dag	T0041	NL2Dag/T0041_jsonl_pipeline_html_latex_contractions_emoji_blocklist_fingerprint_dedupe_pipe07	NL2Dag/T0041_jsonl_pipeline_html_latex_contractions_emoji_blocklist_fingerprint_dedupe_pipe07	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	430	true	160	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	54	true	false	false	1	none				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Dag	T0043	NL2Dag/T0043_jsonl_remove_latex_then_html_then_emoji_fingerprint_dedupe_pipe09	NL2Dag/T0043_jsonl_remove_latex_then_html_then_emoji_fingerprint_dedupe_pipe09	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	649	true	239	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	126	true	false	false	1	none				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Dag	T0044	NL2Dag/T0044_digits_demical_dedup	NL2Dag/T0044_digits_demical_dedup	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	324	true	121	false		true	1	.csv	raw/customers.csv	true	1	.csv	expected/gt.csv	true	OK	82	true	false	false	1	none				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Dag	T0045	NL2Dag/T0045_incremental_merge_customers_jsonl_csv_clean_text_and_upsert_pipe15	NL2Dag/T0045_incremental_merge_customers_jsonl_csv_clean_text_and_upsert_pipe15	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	966	true	285	false		true	2	.csv|.jsonl	raw/customer1.csv|raw/customer2.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	217	true	true	false	1	none				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Dag	T0046	NL2Dag/T0046_jsonl_filter_empty_text_trim_spaces_censor_profanity	NL2Dag/T0046_jsonl_filter_empty_text_trim_spaces_censor_profanity	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	329	true	145	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	185	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Dag	T0047	NL2Dag/T0047_longitude_latitude	NL2Dag/T0047_longitude_latitude	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	543	true	268	false		true	1	.csv	raw/customers.csv	true	1	.csv	expected/gt.csv	true	OK	85	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Dag	T0049	NL2Dag/T0049_jsonl_keep_20_100_words_keep_5_10_sentences_drop_len_gt_1000_filter_symbol_ratio	NL2Dag/T0049_jsonl_keep_20_100_words_keep_5_10_sentences_drop_len_gt_1000_filter_symbol_ratio	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	250	true	97	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	103	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0001	NL2Op/T0001_deduplicate_key	NL2Op/T0001_deduplicate_key	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	332	true	167	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	68	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0002	NL2Op/T0002_language_filter	NL2Op/T0002_language_filter	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	291	true	104	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	68	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0003	NL2Op/T0003_row_level_exact_deduplication	NL2Op/T0003_row_level_exact_deduplication	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	272	true	103	false		true	1	.csv	raw/customers.csv	true	1	.csv	expected/gt.csv	true	OK	92	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0004	NL2Op/T0004_url_filter	NL2Op/T0004_url_filter	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	388	true	170	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	69	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0005	NL2Op/T0005_composite_key_deduplication	NL2Op/T0005_composite_key_deduplication	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	474	true	238	false		true	1	.csv	raw/customers.csv	true	1	.csv	expected/gt.csv	true	OK	104	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0006	NL2Op/T0006_remove_blanks_inarow	NL2Op/T0006_remove_blanks_inarow	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	354	true	126	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	78	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0007	NL2Op/T0007_approximate_deduplication	NL2Op/T0007_approximate_deduplication	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	330	true	160	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	109	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0008	NL2Op/T0008_remove_same_words	NL2Op/T0008_remove_same_words	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	348	true	127	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	70	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0009	NL2Op/T0009_normalization_and_deduplication	NL2Op/T0009_normalization_and_deduplication	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	613	true	294	false		true	1	.csv	raw/customers.csv	true	1	.csv	expected/gt.csv	true	OK	146	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0010	NL2Op/T0010_normalize_numbers	NL2Op/T0010_normalize_numbers	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	399	true	121	false		true	2	.csv	raw/customers.csv|raw/formatted_20251202144816.csv	true	1	.csv	expected/gt.csv	true	OK	63	true	true	false	2	across_modes		raw/formatted_20251202144816.csv=expected/gt.csv	raw/formatted_20251202144816.csv	raw_expected_parsed_equivalence_requires_leakage_review;derived_looking_raw_filename_requires_input_contract_review
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0011	NL2Op/T0011_incremental_deduplication	NL2Op/T0011_incremental_deduplication	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	1222	true	544	false		true	2	.csv|.jsonl	raw/customers.csv|raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	141	true	true	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0013	NL2Op/T0013_nested_set_deduplication	NL2Op/T0013_nested_set_deduplication	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	378	true	218	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	188	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0016	NL2Op/T0016_synonym_field_mapping_deduplication	NL2Op/T0016_synonym_field_mapping_deduplication	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	812	true	474	false		true	1	.csv	raw/customers.csv	true	1	.csv	expected/gt.csv	true	OK	178	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0017	NL2Op/T0017_remove_html_tags	NL2Op/T0017_remove_html_tags	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	305	true	140	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	70	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0018	NL2Op/T0018_row_fingerprint_sorted_tokens_hash	NL2Op/T0018_row_fingerprint_sorted_tokens_hash	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	494	true	248	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	151	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0020	NL2Op/T0020_cross_column_duplicate_detection	NL2Op/T0020_cross_column_duplicate_detection	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	504	true	226	false		true	1	.csv	raw/customers.csv	true	1	.csv	expected/gt.csv	true	OK	123	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0022	NL2Op/T0022_graph_entity_edge_dedup	NL2Op/T0022_graph_entity_edge_dedup	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	765	true	374	false		true	1	.csv	raw/customers.csv	true	1	.csv	expected/gt.csv	true	OK	145	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0023	NL2Op/T0023_array_element_set_unorder_dedup	NL2Op/T0023_array_element_set_unorder_dedup	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	833	true	330	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	144	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0024	NL2Op/T0024_words_num_filter	NL2Op/T0024_words_num_filter	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	415	true	138	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	68	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0026	NL2Op/T0026_sentences_num_filter	NL2Op/T0026_sentences_num_filter	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	417	true	136	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	68	true	false	false	1	none				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0029	NL2Op/T0029_empty_text_filter	NL2Op/T0029_empty_text_filter	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	329	true	115	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	68	true	false	false	1	none				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0032	NL2Op/T0032_too_many_symbols	NL2Op/T0032_too_many_symbols	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	376	true	135	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	68	true	false	false	1	none				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0036	NL2Op/T0036_idcard_filter	NL2Op/T0036_idcard_filter	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	370	true	121	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	68	true	false	false	1	none				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0037	NL2Op/T0037_cover_idcard	NL2Op/T0037_cover_idcard	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	458	true	143	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	78	true	false	false	1	none				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0039	NL2Op/T0039_cover_email	NL2Op/T0039_cover_email	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	395	true	141	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	78	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0042	NL2Op/T0042_item_symbol_filter	NL2Op/T0042_item_symbol_filter	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	351	true	134	false		true	1	.jsonl	raw/customers.jsonl	true	1	.jsonl	expected/gt.jsonl	true	OK	68	true	false	false	1	none				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0046	NL2Op/T0046_remove_illegal_date	NL2Op/T0046_remove_illegal_date	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	269	true	97	false		true	1	.csv	raw/customers.csv	true	1	.csv	expected/gt.csv	true	OK	78	true	false	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0047	NL2Op/T0047_multi_csv_union	NL2Op/T0047_multi_csv_union	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	551	true	241	false		true	2	.csv	raw/customer1.csv|raw/customer2.csv	true	1	.csv	expected/gt.csv	true	OK	94	true	true	false	2	across_modes				
f023ec4b754555000a659b93fd514645c55e3cec	NL2Op	T0048	NL2Op/T0048_normalize_date	NL2Op/T0048_normalize_date	true	OK		$|$.target_en|$.target_zh	$:object|$.target_en:string|$.target_zh:string	true	260	true	102	false		true	1	.csv	raw/customers.csv	true	1	.csv	expected/gt.csv	true	OK	63	true	false	false	1	none				
